qid,question,gold_answers,left_policy,right_policy,left_prediction,right_prediction,left_f1,right_f1,delta_f1,left_em,right_em,delta_em,left_docs,right_docs
emanual_229,How can I use HDMI UHD Color?,"Based on the provided context, here are the key points on how to use the HDMI UHD Color function:

1. Connect an external UHD player to the TV's HDMI connector.

2. Go to the TV's settings menu and navigate to the ""General"" > ""External Device Manager"" > ""HDMI UHD Color"" option.

3. Select the HDMI connector you want to use for HDMI UHD Color and press the Select button to set it to ""On"".

4. When HDMI UHD Color is set to ""On"", the TV supports up to UHD 50P/60P input signals with 4:4:4 and 4:2:2 chroma sampling.

5. If the external device only supports UHD 24 or 30 Hz frequency or any FHD frequency, the HDMI UHD Color function may not be available. In this case, you should set HDMI UHD Color to ""Off"".

6. When HDMI UHD Color is set to ""Off"", the TV supports up to UHD 50P/60P input signals with 4:2:0 chroma sampling.

So, in summary, enable the HDMI UHD Color function when connecting an external UHD player to get the best possible video quality, but make sure the connected device supports the required UHD resolutions and frame rates.",ace_packed_160,chunk_packed_160,unknown,Set HDMI UHD Color to On,0.0,0.067039,-0.067039,0,0,0,emanual_229::ctx0 | emanual_229::ctx1 | emanual_420::ctx2,emanual_229::ctx2 | emanual_229::ctx1 | emanual_473::ctx1
emanual_237,How do I select Optimized sound mode?,"Based on the context provided, to select the Optimized sound mode, you can follow these steps:

1. Go to Settings > Sound > Sound Mode.
2. In the Sound Mode options, select ""Optimized"".

The context states that you can ""select a favorite sound mode suitable for the content type or the listening environment"", and one of the available options is ""Optimized"".",ace_packed_160,chunk_packed_160,Select a favorite sound mode suitable for the content type or the listening environment,Select a favorite sound mode suitable for the content type or the listening environment,0.354839,0.354839,0.0,0,0,0,emanual_237::ctx0 | emanual_645::ctx2 | emanual_648::ctx2 | emanual_237::ctx2,emanual_333::ctx2 | emanual_237::ctx0 | emanual_237::ctx2 | emanual_333::ctx1
emanual_257,How do I change the current time on TV?,"Based on the provided context, there are a few ways to change the current time on the TV:

1. Setting the Clock Manually:
   - Go to Settings > General > System Manager > Time > Clock
   - Set the Clock Mode to ""Manual""
   - Directly enter the current date and time using the directional buttons on the remote control.

2. Setting the Clock Automatically:
   - Go to Settings > General > System Manager > Time > Clock
   - Set the Clock Mode to ""Auto""
   - This will automatically set the clock based on the TV's internet connection or digital broadcast signals.
   - If the TV is connected to a cable/satellite box, you'll need to set the time manually.

3. Adjusting the Clock for Daylight Saving Time (DST) and Time Zone:
   - Go to Settings > General > System Manager > Time > Clock
   - Adjust the Time Zone and DST settings to match your local time.
   - This is only available when the Clock Mode is set to ""Auto"".

4. Adjusting the Time Offset:
   - Go to Settings > General > System Manager > Time > Clock
   - If the TV fails to receive accurate time information, you can use the Time Offset setting to adjust the time.
   - This is only available when the Clock Mode is set to ""Auto"" and the TV is connected to the internet.

So in summary, you can change the current time on your TV either by manually setting the clock or by configuring the automatic clock settings based on your location and internet/broadcast connection.",ace_packed_160,chunk_packed_160,Manually,unknown,0.009804,0.0,0.009804,0,0,0,emanual_257::ctx0 | emanual_257::ctx1 | emanual_300::ctx0 | emanual_535::ctx0 | emanual_535::ctx2,emanual_300::ctx2 | emanual_282::ctx1
emanual_276,Please instruct how to record any program?,"Based on the provided context, here are the steps to record a program:

Instant Recording:
1. Open the program guide.
2. Move to the program you want to record.
3. Press and hold the Select button.
4. From the pop-up menu, select ""Record"".
5. The program will start recording immediately.

Schedule Recording:
1. Open the program guide.
2. Move to the program you want to record in the future.
3. Press the Select button.
4. From the pop-up menu, select ""Schedule Recording"".
5. The program will be set to record at the scheduled time.

Recording while Watching a Program:
1. While watching a program, press the Select button.
2. From the program info window, select ""Record"" to start recording the current program.

Scheduling a Recording by Entering Date and Time:
1. Go to the ""Live TV Recordings Schedules"" menu.
2. Set the values for Antenna Channel, Repeat, Date, Start Time, and End Time.
3. Select ""Save"" to schedule the recording.

The context also mentions that you can check the current time in the ""Settings > General > System Manager > Time Clock"" menu.",ace_packed_160,chunk_packed_160,Use the up and down directional buttons to move to Record . Press select to record the program,"Press Select, choose Record/ Schedule Recording, set date/time, save",0.119048,0.08642,0.032628,0,0,0,emanual_276::ctx0 | emanual_276::ctx2 | emanual_289::ctx1 | emanual_289::ctx0,emanual_276::ctx1 | emanual_289::ctx0
emanual_282,From where I can see program information?,"Based on the provided context, you can see program information from two places:

1. The Guide Screen:
   - On the Guide screen, you can select a program you would like to view and then press and hold the Select button.
   - This will bring up a pop-up menu where you can select ""Schedule Viewing"" to set up a scheduled viewing for that program.

2. The Program Info Screen:
   - Press the Select button while watching TV, and the Program Info window will appear.
   - In the Program Info window, you can select a broadcast scheduled program using the left or right directional buttons, and then press the Select button.
   - From here, you can choose the ""Schedule Viewing"" option to schedule watching that program.

So, the two main places to access program information and set up scheduled viewings are the Guide Screen and the Program Info Screen.",ace_packed_160,chunk_packed_160,TV,Settings General System,0.016,0.0,0.016,0,0,0,emanual_282::ctx2 | emanual_282::ctx1 | emanual_257::ctx1 | emanual_289::ctx2,emanual_413::ctx1 | emanual_282::ctx1 | emanual_305::ctx2
emanual_283,How can I select channel filter option ?,"Based on the context provided, you can select the channel filter option by following these steps:

1. Open the Channel List by pressing the button on your remote to open the Smart Hub, then pressing the left or right directional buttons to move to Live TV, and the up directional button to move to the top row, followed by the right directional button to move to Channel List and pressing the Select button.

2. Once in the Channel List, press the right directional button to move to the Category List.

3. In the Category List, use the up and down directional buttons to move between the options, which include ""All Channels"" and ""Favorites"".

4. To select a category, press the Select button. The channel list will now show only the channels in the selected category (either ""All Channels"" or the selected ""Favorites"" list).

So, in summary, you can select the channel filter option by navigating to the Category List within the Channel List and choosing either ""All Channels"" or the desired ""Favorites"" list.",ace_packed_160,chunk_packed_160,"Highlight the one you want, and then press Select",unknown,0.064516,0.0,0.064516,0,0,0,emanual_176::ctx0 | emanual_1::ctx2 | emanual_283::ctx1 | emanual_283::ctx2,emanual_283::ctx0 | emanual_284::ctx1 | emanual_363::ctx2 | emanual_32::ctx1
emanual_284,How can I change Antenna type?,"Based on the provided context, to change the antenna type, you can follow these steps:

1. Press the right directional button on your remote control to move the focus to the ""Air Cable"" option.
2. Press the Select button on your remote control to choose the desired antenna type.

The context mentions that you can connect an antenna cable to your TV, and that this antenna connection is not necessary if you are using a cable box or satellite box. It also states that you do not need to use the ""Air Cable"" function if your TV is connected to a cable box or satellite box.

Therefore, to change the antenna type, you need to navigate to the ""Air Cable"" option and select it using your remote control. This allows you to switch between different antenna types, such as air or cable, depending on your setup.",ace_packed_160,chunk_packed_160,Unknown,Change the broadcast signal,0.0,0.014815,-0.014815,0,0,0,emanual_284::ctx0 | emanual_363::ctx2 | emanual_363::ctx0 | emanual_1::ctx0 | emanual_284::ctx1,emanual_413::ctx0 | emanual_284::ctx1 | emanual_363::ctx2 | emanual_176::ctx0
emanual_289,Explain the steps how to do Schedule Recording while watching a program?,"Based on the context provided, here are the steps to schedule a recording while watching a program:

1. Press the Select button while watching a program to display the program info window.
2. Use the left or right directional buttons to select the scheduled program you want to record.
3. Press the Select button, and then select ""Schedule Recording"" to set up a scheduled recording of the selected program.

The key steps are:

1. Access the program info window by pressing Select while watching a program.
2. Navigate to the program you want to record.
3. Select the ""Schedule Recording"" option to set up the recording.

This allows you to schedule a recording for a program that is not currently airing, but is coming up in the future schedule, while you are actively watching live TV.",ace_packed_160,chunk_packed_160,Press Select to display program info window. Use directional buttons to select Schedule Recording. Press Select to start scheduling,"Press Select, choose Schedule Recording, set date and time, save settings",0.253731,0.095238,0.158493,0,0,0,emanual_276::ctx1 | emanual_276::ctx2 | emanual_305::ctx2 | emanual_289::ctx1,emanual_289::ctx0 | emanual_276::ctx2 | emanual_305::ctx2
emanual_300,How do I set scheduled viewing time?,"Based on the context provided, there are a few ways to set up scheduled viewing on your TV:

1. Using the Guide Screen:
   - On the Guide screen, select the program you want to schedule.
   - Press and hold the Select button, then choose ""Schedule Viewing"" from the pop-up menu.

2. Using the Program Info Screen:
   - While watching TV, press the Select button to bring up the Program Info window.
   - Select the program you want to schedule using the left/right directional buttons.
   - Press the Select button, then choose ""Schedule Viewing"" to schedule that program.

3. Using the Schedule Viewing options:
   - Go to the ""Live TV Schedule Manager"" (in the U.S. and Canada) or ""Recordings Schedules"" (in other countries).
   - Select ""Add Viewing"" and set the Antenna Channel, Repeat, Date, and Start Time for the program you want to schedule.
   - Once you've set the details, select ""Save"" to finalize the scheduled viewing.

Before setting up the scheduled viewing, make sure to first set the correct time on your TV's clock, which can be found in the ""Settings > General > System Manager > Time & Clock"" menu.",ace_packed_160,chunk_packed_160,Configure the TV to show a specific channel or program at a specific time and date,"Press the Select button, and then select Schedule Viewing schedule viewing of that program",0.094675,0.142012,-0.047337,0,0,0,emanual_257::ctx1 | emanual_535::ctx2 | emanual_300::ctx0 | emanual_473::ctx0,emanual_300::ctx2 | emanual_300::ctx0 | emanual_282::ctx1
emanual_302,How do I check scheduled viewings?,"Based on the context provided, there are a few ways to check scheduled viewings:

1. From the Guide screen:
   - On the Guide screen, select a program that has the scheduled viewing icon.
   - Press and hold the Select button, and then choose ""Schedule Viewing"" to view the scheduled details.

2. From the Program Info window:
   - While watching TV, press the Select button to bring up the Program Info window.
   - Select a program that has a scheduled broadcast, then choose ""Schedule Viewing"" to view the scheduled details.

3. From the Live TV Schedule Manager:
   - Press the Smart Hub button to open the Smart Hub menu.
   - Navigate to Live TV > Schedule Manager > Recordings Schedules.
   - This will show the list of programs that have been scheduled for viewing.

The exact steps may vary depending on the model or geographic area, as mentioned in the context. But the main ways to check scheduled viewings are through the Guide screen, the Program Info window, and the Live TV Schedule Manager.",ace_packed_160,chunk_packed_160,"Press and hold the Select button on the Guide screen, then select Schedule Viewing","Press the Select button, and then select Schedule Viewing",0.15894,0.108844,0.050097,0,0,0,emanual_300::ctx0 | emanual_300::ctx1 | emanual_257::ctx1 | emanual_282::ctx2,emanual_300::ctx2 | emanual_300::ctx1
emanual_305,How do I record using time Timeshift function?,"Based on the context provided, here are the steps to record using the Timeshift function:

1. Connect a USB device to your device for recording. The Timeshift function requires a USB device for recording live TV.

2. To activate the Timeshift function while watching TV, press the button and then select ""Timeshift"", or press the button.

3. Once the Timeshift function is running, you can pause, rewind, or play back the live TV you are watching.

4. To record the program you are watching using Timeshift, press the button while the Timeshift function is running. This will display a menu with the following options:

   - Record: This option will immediately start recording the program you are watching.
   - Timeshift: This option will continue the Timeshift function.
   - Stop: This option will stop the recording or Timeshift function that is running.

So in summary, to record using the Timeshift function, you need to first activate Timeshift, then press the button and select the ""Record"" option from the menu that appears.",ace_packed_160,chunk_packed_160,Stop,Connect a USB device for recording,0.013889,0.067568,-0.053679,0,0,0,emanual_305::ctx0 | emanual_310::ctx0 | emanual_305::ctx1 | emanual_276::ctx2 | emanual_305::ctx2,emanual_305::ctx1 | emanual_305::ctx2 | emanual_305::ctx0 | emanual_276::ctx2
emanual_310,How can I jump forward / jump backward?,"Based on the context provided, you can jump forward or jump backward while playing multimedia content (video, photo, recorded content) by following these steps:

1. Press the up directional button to move the focus to the playback control bar.

2. While the focus is on the playback control bar, select the left directional button to jump backward by 10 seconds or the right directional button to jump forward by 10 seconds.

The context states:
""Jump Backward / Jump Forward: Press the up directional button to move the focus to the playback control bar, and then select the left or right directional button in the playback control bar to move backward or forward by 10 seconds in the video.""

So in summary, to jump forward or backward, you need to first bring up the playback control bar by pressing the up button, and then use the left/right buttons to jump back or forward 10 seconds.",ace_packed_160,chunk_packed_160,Press the up directional button,unknown,0.057554,0.0,0.057554,0,0,0,emanual_310::ctx0 | emanual_310::ctx1,emanual_284::ctx1 | emanual_363::ctx2 | emanual_395::ctx0
emanual_32,How can I view the channels that are serached by auto program function and How can I view first five favorite channel?,"Based on the provided context, here are the steps to view the channels searched by the Auto Program function and to view the first five favorite channels:

1. To view the channels searched by the Auto Program function:
   - Go to the Live TV Channel List
   - Press the right directional button on your remote control
   - Select ""All Channels"" to display the channels that the TV found during the Auto Program channel search.

2. To view the first five favorite channels:
   - Go to the Live TV Channel List
   - Press the right directional button on your remote control
   - Select ""Favorites""
   - Select the desired favorites list (Favorites 1 to Favorites 5) on the screen
   - The channels in the selected favorites list will be displayed.

The context mentions that only favorites lists that contain registered channels will display channels. So, if you have set up your favorite channel lists, you can switch between them and view the first five favorite channels.",ace_packed_160,chunk_packed_160,unknown,unknown,0.0,0.0,0.0,0,0,0,emanual_32::ctx2 | emanual_283::ctx0 | emanual_145::ctx2 | emanual_176::ctx1 | emanual_283::ctx2,emanual_145::ctx1 | emanual_32::ctx2 | emanual_1::ctx2
emanual_333,Hpw do I configure advanced broadcasting audio settings?,"Based on the provided context, here are the steps to configure advanced broadcasting audio settings:

1. Go to Settings > Broadcasting > Audio Options
2. This section allows you to configure different audio settings for analog and digital channels. The available options may vary depending on your TV model and geographical area.
3. Under ""Audio Options"", you can select your ""Preferred Language"". This will set the language you hear while watching TV, if the language is included in the broadcast signal.
4. You can also configure ""Multi-Track Sound"" settings from this menu, which allows you to listen to multi-track audio if supported by the broadcast.

The context also mentions configuring ""advanced sound settings"" under Settings > Sound > Expert Settings. This section allows you to adjust various sound quality settings like balance, equalizer, HDMI/digital output audio formats, audio delay, and more. 

So in summary, to configure advanced broadcasting audio settings, you need to access the ""Broadcasting"" and ""Sound"" menus in the settings, and adjust the relevant options based on your preferences and TV capabilities.",ace_packed_160,chunk_packed_160,unknown,unknown,0.0,0.0,0.0,0,0,0,emanual_333::ctx0 | emanual_645::ctx2 | emanual_237::ctx2 | emanual_333::ctx1,emanual_237::ctx1 | emanual_333::ctx0 | emanual_237::ctx2
emanual_341,What is the feature of Bixby guide?,"Based on the context provided, the key features of the Bixby guide are:

1. It is accessed by pressing the Bixby button on the Samsung Smart Remote once.

2. When you press the Bixby button for the first time, the ""Using Bixby"" button appears at the bottom of the screen. Pressing the Select button on the remote opens a popup window that displays a tutorial on how to use Bixby.

3. After the first time, pressing the Bixby button on the remote will make the ""Enter My Bixby"" button appear at the bottom of the screen. Pressing the Select button on the remote will take you to the ""My Bixby"" screen.

So in summary, the Bixby guide provides a tutorial and instructions on how to use the Bixby voice assistant feature on the Samsung TV, which is accessed by a single press of the Bixby button on the remote control.",ace_packed_160,chunk_packed_160,tutorial,Quick Guides,0.016529,0.0,0.016529,0,0,0,emanual_132::ctx2 | emanual_341::ctx1 | emanual_341::ctx2 | emanual_132::ctx0 | emanual_395::ctx1,emanual_341::ctx0 | emanual_341::ctx1 | emanual_341::ctx2 | emanual_132::ctx2
emanual_347,How to update TV's software through USB device?,"Based on the context provided, here are the steps to update the TV's software through a USB device:

1. Download the update package from the Samsung website to your computer.
2. Save the update package in the top-level folder of a USB flash drive.
3. Connect the USB flash drive to the TV.
4. Go to the Settings > Support > Software Update menu on the TV.
5. Select the ""Update Now"" or ""Update through USB"" option.
6. The TV will detect the update package on the USB drive and start the software update process.
7. DO NOT turn off the TV's power until the update is complete. The TV will turn off and on automatically once the update is finished.
8. After the update, the video and audio settings will be reset to their default values.

Remember, the key steps are to download the update package from the Samsung website, save it in the top-level folder of a USB drive, and then connect the USB drive to the TV to initiate the software update process.",ace_packed_160,chunk_packed_160,"Download the update package from Samsung.com to your computer, then save it in the USB device's top-level folder, connect the USB device to the TV, and","Download update package from Samsung.com, store it on USB device, connect USB device to TV, follow on-screen instructions",0.243902,0.15,0.093902,0,0,0,emanual_116::ctx1 | emanual_347::ctx1 | emanual_347::ctx2 | emanual_347::ctx0,emanual_116::ctx0 | emanual_64::ctx1 | emanual_116::ctx1
emanual_353,Can I request service I am having problem with the TV?,"Yes, based on the context provided, you can request service if you are having a problem with the TV. The context indicates that there is a ""Request Service"" option where you can select the problem you are encountering and then request service. It mentions that you can ""Request Now"" to register your service request, and the Samsung Contact Center will then contact you to set up or confirm a service appointment. The context also notes that this function may be supported depending on the geographical area and requires an internet connection.",ace_packed_160,chunk_packed_160,Requesting service,Requesting service,0.02439,0.02439,0.0,0,0,0,emanual_353::ctx0 | emanual_420::ctx2 | emanual_353::ctx1 | emanual_637::ctx2,emanual_433::ctx1 | emanual_353::ctx0 | emanual_353::ctx1
emanual_359,Can I turn on the TV with a mobile device?,"Yes, according to the context provided, you can turn on the TV with your mobile device when both the TV and the mobile device are connected to the same network. The context mentions ""Turning on the TV with a mobile device"" and states that ""You can turn on the TV with your mobile device when both of them are connected to the same network.""",ace_packed_160,chunk_packed_160,Yes,Settings General Network Expert Settings Power On with Mobile,0.036364,0.126984,-0.09062,0,0,0,emanual_637::ctx0 | emanual_473::ctx2 | emanual_371::ctx1,emanual_637::ctx0 | emanual_371::ctx1 | emanual_359::ctx1
emanual_363,Can I changing the name of the TV on a network?,"Yes, based on the provided context, you can change the name of the TV on the network. The first piece of context specifically states that you can ""change the name of the TV on the network"" by going to Settings > General > System Manager > Device Name and using the ""Try Now"" option to change the name.",ace_packed_160,chunk_packed_160,Changing the name of the TV on a network,Change the name of the TV on the network,0.196078,0.235294,-0.039216,0,0,0,emanual_363::ctx0 | emanual_363::ctx1 | emanual_363::ctx2 | emanual_594::ctx1,emanual_363::ctx0 | emanual_363::ctx1 | emanual_284::ctx1 | emanual_363::ctx2
