qid,question,gold_answers,left_policy,right_policy,left_prediction,right_prediction,left_f1,right_f1,delta_f1,left_em,right_em,delta_em,left_docs,right_docs
1117,What do the bats do instead?,The bats are attracted to fruits and engage in roosting and feeding behavior. Their nocturnal habits limit the diversity of hosts they can interact with.,ace_focused_160,chunk_packed_160,Forage,Torpor,0.0,0.0,0.0,0,0,0,1117::ctx1 | 1117::ctx2 | 1121::ctx2,1114::ctx0 | 1114::ctx2 | 1117::ctx1
1121,What is  an example of anti-viral defense in bats?,"One example of an anti-viral defense in bats is the interferon pathway, which is perpetually switched on in some bat species, helping to keep viral infections in check.",ace_focused_160,chunk_packed_160,Interferon pathway,Interferon pathway,0.142857,0.142857,0.0,0,0,0,1121::ctx0 | 1117::ctx0 | 1121::ctx3 | 1121::ctx1,1121::ctx3 | 1121::ctx1 | 1121::ctx0
1129,How were  the spread of GFP-expressing virus-infected cells tracked?,"The spread of GFP-expressing virus-infected cells was tracked using immunofluorescence microscopy, whole-organ imaging with IVIS, flow cytometry, and inverted fluorescence microscopy.",ace_focused_160,chunk_packed_160,Flow cytometry,"Immunofluorescence, IVIS, flow cytometry",0.181818,0.333333,-0.151515,0,0,0,1129::ctx3 | 635::ctx1 | 1129::ctx0,1129::ctx0 | 1129::ctx3
1135,What was demonstrated in deriving the equation for R 0?,The passage demonstrates the derivation of the equation for R 0 and the sensitivity of R 0 to dispersion in the underlying distributions.,ace_focused_160,chunk_packed_160,unknown,Core problem,0.0,0.0,0.0,0,0,0,1135::ctx1 | 1135::ctx3 | 1135::ctx2 | 1135::ctx0,1135::ctx0 | 1135::ctx2 | 1135::ctx1 | 1135::ctx3
1174,When was the Email  published?,The given context does not provide a specific date for when the email was published.,ace_focused_160,chunk_packed_160,unknown,unknown,0.0,0.0,0.0,0,0,0,1174::ctx1 | 558::ctx0 | 1174::ctx0 | 558::ctx2,1174::ctx1 | 558::ctx0 | 1271::ctx1 | 558::ctx2 | 1174::ctx2
1183,How does MERS-CoV compare with SARS-CoV?,"MERS-CoV and SARS-CoV have some clinical similarities but also significant differences. MERS-CoV has a higher prevalence of fatal cases among older males with underlying comorbidities, while SARS-CoV spreads more rapidly between hosts. Additionally, MERS-CoV has a lower transmission rate, and it is more easily contained compared to SARS-CoV. MERS-CoV also causes kidney failure, unlike SARS-CoV, and has a delayed innate antiviral response. The two viruses also have different receptors leading to different cellular tropism.",ace_focused_160,chunk_packed_160,The evidence provided does not directly compare MERS-CoV and SARS-CoV,"Prevalence, death rate, tropism, growth rate, cytopathogenicity, transcriptional responses, receptor usage, inflammatory state, innate antiv",0.075949,0.094118,-0.018168,0,0,0,1183::ctx0 | 1709::ctx1 | 1183::ctx1,1183::ctx2 | 1183::ctx0
119,What are the symptoms of H5N1 infection in humans?,"The symptoms of H5N1 infection in humans include high grade fever, cough, dyspnea, sore throat, rhinitis, upper respiratory symptoms, headache, myalgia, weakness, gastrointestinal symptoms such as diarrhea, vomiting, and abdominal pain. Some cases also reported watery diarrhea preceding respiratory symptoms, seizures, and coma.",ace_focused_160,chunk_packed_160,"Fever, cough, sore throat, dyspnea, rhinorrhea, myalgias, chills, headache, fatigue, diarrhea, vomiting",High grade fever,0.296296,0.133333,0.162963,0,0,0,119::ctx0 | 119::ctx2 | 640::ctx0,363::ctx1 | 119::ctx0
1191,What is severe MARS noted for?,"Severe ARDS (acute respiratory distress syndrome) is noted for requiring adjunctive therapies such as prone positioning, inhaled nitric oxide, and extracorporeal circulation membrane oxygenation.",ace_focused_160,chunk_packed_160,unknown,unknown,0.0,0.0,0.0,0,0,0,881::ctx0 | 881::ctx1 | 217::ctx1 | 801::ctx3,383::ctx0 | 558::ctx0 | 1117::ctx2 | 558::ctx2 | 330::ctx0
1208,When does  generally MERS infection does not trigger a detectable immune response?,MERS infection generally does not trigger a detectable immune response if only mild disease or asymptomatic infection results.,ace_focused_160,chunk_packed_160,Mild disease or asymptomatic infection,unknown,0.454545,0.0,0.454545,0,0,0,1208::ctx0 | 1257::ctx3,1208::ctx1 | 1208::ctx0
1214,What do individual studies report on viral  shedding?,"Individual studies report long periods of viral shedding, sometimes intermittently and not necessarily linked to the presence of disease symptoms. It is also mentioned that the shedding rates and concentrations vary considerably between different viral pathogens and individuals.",ace_focused_160,chunk_packed_160,long periods,varied,0.105263,0.0,0.105263,0,0,0,1214::ctx1 | 1214::ctx0 | 1214::ctx3,1214::ctx2 | 1214::ctx0 | 1214::ctx3
1227,Which may be an occupational group with significantly higher incidence of seropositivity to MERS-CoV ?,DCs (dromedary camels) may be an occupational group with significantly higher incidence of seropositivity to MERS-CoV.,ace_focused_160,chunk_packed_160,DCs,DCs,0.125,0.125,0.0,0,0,0,1227::ctx0 | 1227::ctx2 | 1237::ctx0,1227::ctx2 | 1227::ctx0 | 1251::ctx3
1237,What is the transmission of MERS-CoV is defined as?,"The transmission of MERS-CoV is defined as sporadic, intra-familial, often healthcare associated, inefficient, and requiring close and prolonged contact.",ace_focused_160,chunk_packed_160,"sporadic, intra-familial, often healthcare associated, inefficient",contact,0.5,0.105263,0.394737,0,0,0,1237::ctx0 | 801::ctx2 | 1208::ctx2,1237::ctx1 | 1183::ctx2
1239,What is the transmission of MERS-CoV is defined as?,"The transmission of MERS-CoV is defined as sporadic, intra-familial, often healthcare associated, inefficient, and requiring close and prolonged contact.",ace_focused_160,chunk_packed_160,"sporadic, intra-familial, often healthcare associated, inefficient",contact,0.5,0.105263,0.394737,0,0,0,1237::ctx0 | 801::ctx2 | 1208::ctx2,1237::ctx1 | 1183::ctx2
1241,What is the basic reproduction number (R 0)?,"The basic reproduction number (R 0) is a widely used epidemiological measurement that represents the average number of secondary infections generated by a single primary case in a fully susceptible population. If R 0 > 1, then the disease can invade an otherwise susceptible population and persist, whereas if R 0 < 1, the disease cannot successfully invade and will die out. It is used to measure the transmission potential of a given population and is important for assessing the effectiveness of different intervention strategies in controlling the spread of diseases.",ace_focused_160,chunk_packed_160,R 0,R 0,0.050633,0.050633,0.0,0,0,0,1241::ctx2 | 1241::ctx0 | 1135::ctx2,1241::ctx2 | 1135::ctx1 | 1241::ctx1
1247,How has most of the analysis of MERS-CoV genetics  been performed?,"Most of the analysis of MERS-CoV genetics has been performed using high throughput or ""deep"" sequencing methods for complete genome deduction.",ace_focused_160,chunk_packed_160,"High throughput or ""deep"" sequencing methods","High throughput or ""deep"" sequencing methods",0.461538,0.461538,0.0,0,0,0,1247::ctx0 | 1247::ctx2 | 1257::ctx1,1247::ctx0 | 867::ctx0 | 1247::ctx2
1248,What does Clade A contain?,"Clade A contains 1,889 viruses from 34 countries collected from 2010 to the present.",ace_focused_160,chunk_packed_160,unknown,unknown,0.0,0.0,0.0,0,0,0,1248::ctx1 | 1445::ctx1 | 429::ctx2,1248::ctx2 | 1248::ctx1 | 1445::ctx0
1251,Which city has had has had more MERS cases than any other region of the KSA ?,Riyadh has had more MERS cases than any other region of the KSA.,ace_focused_160,chunk_packed_160,Riyadh,Riyadh,0.153846,0.153846,0.0,0,0,0,1251::ctx1 | 1183::ctx3 | 801::ctx3,1251::ctx0 | 1251::ctx1 | 1227::ctx3
1255,What would  aid accurate calculation of a case fatality ratio?,The accurate calculation of a case fatality ratio would be aided by considering the probability of dying from the disease and accounting for biases in data reporting.,ace_focused_160,chunk_packed_160,Global alignment of case definitions,Estimation in emerging epidemics: biases and remedies,0.142857,0.2,-0.057143,0,0,0,1247::ctx2 | 823::ctx0 | 1255::ctx3 | 1257::ctx1,1255::ctx0 | 1255::ctx3 | 1255::ctx2 | 1255::ctx1
1257,Is there any evidence that MERS-CoV is a virus of pandemic concern?,"No, there is no evidence that MERS-CoV is a virus of pandemic concern.",ace_focused_160,chunk_packed_160,No,unknown,0.153846,0.0,0.153846,0,0,0,1257::ctx0 | 1239::ctx0 | 867::ctx1,1257::ctx0 | 1183::ctx2
1261,What's the recommended procedure to disinfect at CT scanner after a COVID-19 exposure?,"The recommended procedure to disinfect a CT scanner after a COVID-19 exposure involves sterilization procedures, noncontaminated CT disinfection procedures, and immediate disinfection of the imaging equipment after the examination.",ace_focused_160,chunk_packed_160,Imaging equipment immediately after the examination,Immediate disinfection of equipment after examination,0.275862,0.4,-0.124138,0,0,0,1261::ctx3 | 1261::ctx0 | 1271::ctx2 | 1728::ctx3,1261::ctx0 | 1261::ctx3 | 1261::ctx1 | 1271::ctx2 | 1270::ctx1
1270,How were the radiology department areas divided?,"The radiology department areas were divided into contaminated, semicontaminated, and clean areas.",ace_focused_160,chunk_packed_160,"contaminated, semicontaminated, contaminated","contaminated, semicontaminated, uncontaminated, clean",0.285714,0.4,-0.114286,0,0,0,1271::ctx2 | 1270::ctx3 | 1270::ctx1 | 1304::ctx3,1271::ctx2 | 1270::ctx2 | 1270::ctx3 | 1270::ctx1
1271,How was the contaminated area connected to the CT room and other facilities?,The passage does not provide specific information on how the contaminated area was connected to the CT room and other facilities.,ace_focused_160,chunk_packed_160,unknown,unknown,0.0,0.0,0.0,0,0,0,1271::ctx2 | 1271::ctx1 | 1271::ctx3 | 1270::ctx1,1270::ctx0 | 1271::ctx1 | 1270::ctx1 | 1271::ctx0
1281,How many COVID deaths occurred in Chinese mainland as of March 11th?,"As of March 11th, there were 3,169 deaths due to COVID-19 in mainland China.",ace_focused_160,chunk_packed_160,3169,3169,0.133333,0.133333,0.0,0,0,0,1281::ctx0 | 1281::ctx3 | 1281::ctx1 | 1728::ctx0,1281::ctx1 | 1281::ctx0 | 1281::ctx2
1287,"In addition to oral swabs, which tests detected the presence of 2019-nCOV virus?","In addition to oral swabs, blood and anal swabs were used to detect the presence of 2019-nCoV virus.",ace_focused_160,chunk_packed_160,"Blood, anal swabs","Blood, anal swabs",0.3,0.3,0.0,0,0,0,1287::ctx1 | 1530::ctx0 | 1530::ctx2,1530::ctx2 | 1287::ctx1
1301,What was the focus of the study?,"The focus of the study was to investigate community responses to communication campaigns for influenza A (H1N1) and to provide evidence-based practical information to guide the development and delivery of key health messages for H1N1 and other health campaigns. The study specifically focused on the responses of different target groups, including Māori, Pacific Peoples, children, general population, and vulnerable people with chronic conditions, to the key health messages in the 2009 and 2010 H1N1 campaigns.",ace_focused_160,chunk_packed_160,Community responses to communication campaigns for influenza A (H1N1),Setting healthcare priorities in hospitals,0.213333,0.027778,0.185556,0,0,0,1301::ctx0 | 658::ctx0 | 236::ctx1 | 321::ctx0 | 1109::ctx3,1394::ctx1 | 831::ctx2 | 1301::ctx0
1304,What compartments were the host animals divided into?,"The host animals were divided into various infectious compartments based on their viral forms and the presence of the full genome. Without the full genome, there is no completion of the viral cycle and no systemic infection is possible.",ace_focused_160,chunk_packed_160,unknown,infectious,0.0,0.057143,-0.057143,0,0,0,1304::ctx3 | 929::ctx0 | 1304::ctx2 | 1610::ctx1,1304::ctx2 | 1304::ctx1
1345,How can the 2019-nCov spread?,"The 2019-nCoV is suspected to be transmitted through contact with infected respiratory secretions, like other known coronaviruses. There are instances of sustained human-to-human transmission across generations of cases, especially near the epicenter in Wuhan City. Close contact with an infected person is a major factor in disease transmission, and spread can occur through being in or within two meters of an area with a confirmed patient or being directly exposed to infectious secretions without appropriate PPE.",ace_focused_160,chunk_packed_160,"Through contact with infected respiratory secretions, possibly faecal-oral transmission","Through contact with infected respiratory secretions, fine particle aerosols, and possibly faecal-oral transmission",0.177215,0.192771,-0.015556,0,0,0,1345::ctx2 | 1728::ctx1 | 1728::ctx2,1345::ctx2 | 1728::ctx2 | 1728::ctx1
1354,How do some respiratory viruses spread?,"Some respiratory viruses, such as rhinoviruses and influenza A viruses, can spread through direct contact, indirect contact, respiratory droplets, or aerosols. For example, rhinoviruses can survive on hands for several hours, allowing for easy human-to-human transmission through contact with contaminated hands. Influenza A viruses can be transmitted through respiratory droplets or aerosols, with aerosol transmission allowing for infection at a greater distance from the source.",ace_focused_160,chunk_packed_160,"Through large respiratory droplets, fine particle aerosols, fomites, and possibly faecal-oral",Direct contact,0.138889,0.063492,0.075397,0,0,0,452::ctx3 | 1354::ctx0,929::ctx1 | 1354::ctx0
1370,What is this disease  characterized by ?,"The disease is characterized by symmetric proximal weakness, the presence of characteristic rashes, and other systemic features.",ace_focused_160,chunk_packed_160,"Airway inflammation leading to complications such as coughing, wheezing and shortness of breath",Clinical characteristics of HCoV infection,0.142857,0.1,0.042857,0,0,0,1411::ctx0 | 1370::ctx2 | 119::ctx0,25::ctx2 | 1370::ctx2 | 25::ctx0
1394,What will the review focus on?,"The review will focus on identifying gaps and areas of wealth in the public health review literature, including the availability of reviews in different topic areas, the quality of reviews, and visitor interest in the topic areas. Additionally, the review will aim to improve the overall quality of systematic reviews in all public health topic areas.",ace_focused_160,chunk_packed_160,Setting healthcare priorities in hospitals,healthcare priorities,0.037037,0.0,0.037037,0,0,0,1394::ctx1 | 658::ctx2 | 1394::ctx0 | 1114::ctx1,1394::ctx1 | 871::ctx3 | 831::ctx2
1411,What is the effect of chronic airway inflammatory disease  in patients?,"The effect of chronic airway inflammatory disease in patients includes airway inflammation leading to complications such as coughing, wheezing, and shortness of breath, which greatly affect the patients' quality of life. The disease can manifest in both the upper airway and lower airway, with treatment and management varying greatly in efficacy due to the complexity and heterogeneity of the disease. Additionally, exacerbations of the disease, defined as worsening of symptoms, can further complicate the condition.",ace_focused_160,chunk_packed_160,Acute exacerbations,Worsening inflammation,0.028986,0.057971,-0.028986,0,0,0,1411::ctx0 | 1411::ctx3 | 1423::ctx0,1411::ctx1 | 1411::ctx2
1421,Which viruses may not cause prolonged inflammation due to strong induction of antiviral clearance?,"The viruses that may not cause prolonged inflammation due to strong induction of antiviral clearance are murine norovirus, human astrovirus, and murine cytomegalovirus.",ace_focused_160,chunk_packed_160,unknown,Norovirus,0.0,0.086957,-0.086957,0,0,0,879::ctx0 | 321::ctx0 | 668::ctx2 | 1449::ctx1,1421::ctx0 | 879::ctx0 | 1121::ctx0
1423,What  may the destruction of the epithelial barrier  cause?,"The destruction of the epithelial barrier may cause worsening of acute exacerbation, release of cellular content into the airway, further inflammatory response, prolonged exacerbations, prolonged new exacerbations, and increased susceptibility for lung injury and respiratory distress syndrome.",ace_focused_160,chunk_packed_160,Pathogens translocation,Pathogens translocation,0.0,0.0,0.0,0,0,0,1423::ctx0 | 1423::ctx3 | 1423::ctx2 | 667::ctx0,1423::ctx3 | 1423::ctx1 | 1423::ctx2
1436,Which is the primary contact/infection site of most respiratory viruses?,"The primary contact/infection site of most respiratory viruses is the respiratory tract epithelium, including the nasal cavity and the airway epithelium.",ace_focused_160,chunk_packed_160,Upper respiratory epithelium,nasopharynx,0.2,0.0,0.2,0,0,0,1436::ctx3 | 1436::ctx0 | 929::ctx0,1436::ctx3 | 1436::ctx0
1445,What are MicroRNAs(miRNA)?,"MicroRNAs (miRNA) are small, single-stranded RNA molecules of approximately 22 nucleotides, which play a pivotal role in gene regulation by repressing or degrading target mRNA and participate in various cellular processes, including cell growth, differentiation, apoptosis, homeostasis, and tumorigenesis. They are also involved in the regulation of virus invasion and are an important regulatory pathway that regulates up to a third of human genes.",ace_focused_160,chunk_packed_160,Endogenous single-stranded RNA molecules of 19-30 nucleotides that repress or activate the translation of their target genes through canonical seed-and,endogenous single-stranded RNA molecules of 19-30 nucleotides that repress or activate the translation of their target genes through canonical seed-and,0.253165,0.253165,0.0,0,0,0,1445::ctx1 | 1468::ctx0 | 1445::ctx2 | 1445::ctx0,1445::ctx1 | 790::ctx0 | 1445::ctx0
1449,What are both IFV and RSV infections shown to do?,Both IFV and RSV infections are shown to trigger cytokine responses and affect immune responses.,ace_focused_160,chunk_packed_160,Unknown,Unknown,0.0,0.0,0.0,0,0,0,1449::ctx2 | 157::ctx0 | 1450::ctx1,1449::ctx1 | 1450::ctx1 | 1421::ctx1 | 881::ctx3
145,What is the treatment for MERS-COV?,"The treatment for MERS-CoV is supportive and symptomatic, as there is currently no specific treatment or vaccine available. Supportive care, such as respiratory support, hydration, antipyretics, and infection control, is the mainstay of treatment for MERS-CoV. Additionally, preventative actions such as hand hygiene and covering the nose and mouth during sneezing and coughing are recommended. Various therapeutic options have been investigated, but no therapy of proven value currently exists.",ace_focused_160,chunk_packed_160,Supportive and symptomatic,No specific treatment,0.086957,0.086957,0.0,0,0,0,145::ctx0 | 145::ctx1 | 1227::ctx2,867::ctx2 | 1257::ctx2 | 145::ctx1
1450,What are IFV infection shown to do?,"IFV infections are shown to induce sufficient amounts of type I IFNs at an early point during infection, which is crucial for protective effects and increased survival after lethal viral challenges. Additionally, IFV infections can also induce CD4 + T cells to secrete phagocyte-activating type 1 cytokines like IFN-γ, which contribute to intracellular antimicrobial defense.",ace_focused_160,chunk_packed_160,Protect against infection,Facilitate persistence and enhance viral pathogenesis,0.035714,0.067797,-0.032082,0,0,0,881::ctx3 | 1450::ctx1 | 1116::ctx2 | 1116::ctx3,1421::ctx0 | 1116::ctx3 | 1116::ctx1
1462,What analysis functions may be useful?,"The analysis functions that may be useful include hierarchical cluster analysis, response ratios, t-tests, ANOVA, dissimilarity tests, constrained ordination, distance-based redundancy analysis, variation partitioning analysis, Mantel test, random matrix theory-based neural network analysis, descriptive statistics, unconstrained ordination, correspondence analysis, qualitative risk-benefit analysis, and quantitative risk-benefit analysis.",ace_focused_160,chunk_packed_160,"Qualitative risk-benefit analysis, canonical correspondence analysis, distance-based redundancy analysis, variation partitioning analysis, Mantel test, random matrix theory-based neural network analysis","Qualitative risk-benefit analysis, quantitative",0.584615,0.163265,0.42135,0,0,0,1462::ctx2 | 1462::ctx0 | 303::ctx1,1462::ctx2 | 1462::ctx3
1468,What is the structure of Hantaan virus?,"The structure of Hantaan virus is spherical or ovoid, composed of 20-30% fat, >50% protein, 7% carbohydrates, and 2% RNA. The genome comprises three negative sense, single-stranded RNAs that consist of the small, medium, and large segments encoding the nucleoprotein, envelope glycoproteins, and viral RNA-dependent RNA polymerase, respectively. The outer membrane of Hantaan virus is composed of Gn and Gc glycoproteins.",ace_focused_160,chunk_packed_160,Gn and Gc,glycoprotein precursor of the envelope glycoproteins,0.101695,0.098361,0.003334,0,0,0,1468::ctx1 | 602::ctx0 | 429::ctx2,1468::ctx1 | 1468::ctx2
1475,What genotype causes truncation of the IFITM3 protein?,The genotype that causes truncation of the IFITM3 protein is the CC genotype of the single nucleotide polymorphism (SNP) rs12252.,ace_focused_160,chunk_packed_160,rs12252C,rs12252,0.0,0.117647,-0.117647,0,0,0,1475::ctx0 | 1475::ctx2 | 1086::ctx2,1475::ctx3 | 1475::ctx0
1492,Which Western European country is estimated to have the lowest attack rate?,Germany.,ace_focused_160,chunk_packed_160,Germany,Germany,1.0,1.0,0.0,1,1,0,1492::ctx0 | 1492::ctx1 | 1492::ctx2 | 1281::ctx3,1492::ctx0 | 1495::ctx3 | 1492::ctx3 | 1492::ctx1
1494,What is Denmark's estimated mean percentage [95% credible interval] of total population infected as of 28th March?,"Based on the provided pieces of context, Denmark's estimated mean percentage of total population infected as of 28th March is 1.1% with a 95% credible interval.",ace_focused_160,chunk_packed_160,unknown,1.1%,0.0,0.08,-0.08,0,0,0,1492::ctx2 | 1091::ctx2 | 1494::ctx0 | 1091::ctx0,1091::ctx2 | 1495::ctx3 | 1494::ctx0 | 1494::ctx2
1495,What is France's estimated mean percentage [95% credible interval] of total population infected as of 28th March?,The estimated mean percentage of the total population infected in France as of 28th March is 3.0% with a 95% credible interval.,ace_focused_160,chunk_packed_160,3.0%,3.0%,0.1,0.1,0.0,0,0,0,1492::ctx2 | 1495::ctx0 | 543::ctx2,1091::ctx2 | 1492::ctx2 | 1495::ctx0
